Status,Status,Commit Hash,Message,Notes,Problem
,,ea756bc48c,Merge #17502: test: add unit test for non-standard bare multisig txs,,FALSE
,,2126d6ce69,Merge #17561: doc: Changed MiniUPnPc link to https in dependencies.md,,FALSE
,,d5674c5f0f,Merge #17703: build: Improve configure.ac formatting,,FALSE
,,3d6752779f,Merge #17633: tests: Add option --valgrind to run the functional tests under Valgrind,,FALSE
,,4863a8ff16,Merge #17698: depends: don't configure xcb_proto,,FALSE
,P_Staged (merged to Pasta local repo),fab9d115cd,Merge #17697: CI: GitHub Action workflow which duplicates AppVeyor job,,FALSE
,,f1d3d3430e,Merge #17714: rpc: add missing newline in analyzepsbt RPCResult,,FALSE
,,14dafcbc13,Merge #17713: doc: Add release notes for 17447,,FALSE
,,7da9e3a817,"Merge #17050: tests: Add fuzzing harnesses for functions parsing scripts, numbers, JSON and HD keypaths (bip32)",,FALSE
,K_Staged (merged to Kitty local repo),5948398b18,Merge #17474: Bugfix: GUI: Recognise NETWORK_LIMITED in formatServicesStr,,FALSE
,,3f1966ead6,Merge #17705: test: re-enable CLI test support by using EncodeDecimal in json.dumps(),,FALSE
,,3914e877c4,Merge #17511: Add bounds checks before base58 decoding,,FALSE
,,0192bd0652,Merge #17369: Refactor: Move encryption code between KeyMan and Wallet,,FALSE
,P_Staged (merged to Pasta local repo),75a2a4f357,Merge #17726: ci: Use python 3.7 on Windows Github Actions,,FALSE
,,8a01450b64,Merge #17598: doc: Update release process with latest changes,,FALSE
,K_Staged (merged to Kitty local repo),cf2f439876,Merge #17687: cli: fix Fatal LevelDB error when specifying -blockfilterindex=basic twice,,FALSE
,P_Staged (merged to Pasta local repo),54e11a39e1,Merge #17735: ci: fix typo,,FALSE
,,c5e318aea6,Merge #17736: Update msvc build for Visual Studio 2019 v16.4,,FALSE
,,d4b335c60a,Merge #17617: doc: unify unix epoch time descriptions,,FALSE
,,995b6c83e1,Merge #17721: util: Don't allow Base58 decoding of non-Base58 strings. Add Base58 tests.,,FALSE
,,988fe5b1ad,Merge #12763: Add RPC Whitelist Feature from #12248,,FALSE
Done (Merged to dashpay),,ddecb671f0,Merge #17654: Unbreak build with Boost 1.72.0,,FALSE
,,a595011f5a,Merge #17728: rpc: require second argument only for scantxoutset start action,,FALSE
,,c3628e4483,Merge #17743: doc: Add release note for RPC Whitelist,,FALSE
,,5e4912f990,Merge #17730: depends: remove Qt networking features,,FALSE
,,6b51cce65a,Merge #17753: util: Don't allow Base32/64-decoding or ParseMoney(…) on strings with embedded NUL characters. Add tests.,,FALSE
,,806a2c602c,Merge #17071: tests: Add fuzzing harness for CheckBlock(...) and other CBlock related functions,,FALSE
,,988eaf2fcb,Merge #17752: doc: fix directory path for secp256k1 subtree in developer-notes,,FALSE
,,48d64d73c0,Merge #17564: rpc: Use mempool from node context instead of global,,FALSE
,,f9fd3a27fd,Merge #17750: util: change GetWarnings parameter to bool,,FALSE
,,94c6f2bba4,Merge #17593: test: move more utility functions into test utility library,,FALSE
,,03dfa36641,"Merge #17229: tests: Add fuzzing harnesses for various Base{32,58,64} and hex related functions",,FALSE
Done (Merged to dashpay),,7df6a7ea98,Merge #17758: Fix CNetAddr::IsRFC2544 comment + tests,,FALSE
,,a54c16cdb6,Merge #17661: ci: use depends for s390x,,FALSE
,,890eac8f82,Merge #17725: ci: Add valgrind run,,FALSE
,,e6acd9f72c,Merge #17537: wallet: Cleanup and move opportunistic and superfluous TopUp()s,,FALSE
,,ab4e6ad762,Merge #17756: build: remove WINDOWS_BITS from build system,,FALSE
,P_Staged (merged to Pasta local repo),47f45b6776,Merge #17686: build: add -bind_at_load to macOS hardened LDFLAGS,,FALSE
Done (Merged to dashpay),,6fef85bfa3,Merge #17764: doc: Add formatting to the good first issue template,,FALSE
Done (Merged to dashpay),,7f9fbb89e8,Merge #17769: build: set AC_PREREQ to 2.69,,FALSE
,,3e94938072,Merge #17772: doc: Mention PR Club in CONTRIBUTING.md,,FALSE
,,6677be64f6,Merge #17473: refactor: Settings code cleanups,,FALSE
Done (Merged to dashpay),,0cda557340,Merge #17751: doc: use recommended shebang approach in documentation code block,,FALSE
,P_Staged (merged to Pasta local repo),1dbf3350c6,Merge #17793: ci: Update GitHub Actions CI vcpkg cache on MSBuild update,,FALSE
,,6cb80a068d,Merge #17806: test: Change filemode of rpc_whitelist.py,,FALSE
,,b931f61b9a,Merge #17801: doc: Update license year range to 2020,,FALSE
,,8830cb58ab,Merge #17741: build: Included test_bitcoin-qt in msvc build,,FALSE
,,99813a9745,Merge #17829: scripted-diff: Bump copyright of files changed in 2019,,FALSE
,,35fff5be60,Merge #17825: doc: Update dependencies.md,,FALSE
,,0655c7a94c,Merge #17787: scripts: add MACHO PIE check to security-check.py,,FALSE
,,3f8dbcd655,Merge #16658: validation: Rename CheckInputs to CheckInputScripts,,FALSE
,,52900a764c,Merge #17849: ci: Fix brew python link,,FALSE
,,190a4051fd,Merge #17762: net: Log to net category for exceptions in ProcessMessages,,FALSE
,,17e14ac92f,Merge #17781: rpc: Remove mempool global from miner,,FALSE
,,816464198c,Merge #17851: tests: Add std::to_string to list of locale dependent functions,,FALSE
,,9a4cc52d73,"Merge #17688: doc: Add ""ci"" prefix to CONTRIBUTING.md",,FALSE
Done (Merged to dashpay),,392edbd49a,Merge #17817: build: Add default configure cache file to .gitignore,,FALSE
,,593f5e239f,Merge #17850: Serialization improvements (minimal initial commits),,FALSE
Done (Merged to dashpay),,da279fe0ee,Merge #17869: refactor: Remove unused defines in qt/bitcoinunits.h,,FALSE
Done (Merged to dashpay),,b949ac9697,Merge #17393: doc: Added regtest config for linearize script,,FALSE
,,e8e79958a7,Merge #17857: scripts: fix symbol-check & security-check argument passing,,FALSE
,,bcb4cdcca3,Merge #17621: IsUsedDestination should count any known single-key address,,FALSE
,,45f151913e,Merge #16373: bumpfee: Return PSBT when wallet has privkeys disabled,,FALSE
,,7ea3b85ecf,"Merge #17578: rpc: simplify getaddressinfo labels, deprecate previous behavior",,FALSE
,,cab3859a35,Merge #17677: Activate watchonly wallet behavior for LegacySPKM only,,FALSE
Done (Merged to dashpay),,fcef6dbc15,Merge #17452: test: update fuzz directory in .gitignore,,FALSE
,,6dd982aa9e,Merge #17886: Restore English translation option,,FALSE
,,07efb3fe2b,Merge #17826: qt: Log Qt related info,,FALSE
Done (Merged to dashpay),,b065df803c,Merge #17880: build: add -Wdate-time to Werror flags,,FALSE
,,40a495a38a,Merge #16975: test: Show debug log on unit test failure,,FALSE
,,7f3675b3ce,Merge #17696: qt: Force set nPruneSize in QSettings after the intro dialog,,FALSE
,,295211e668,Merge #17445: zmq: Fix due to invalid argument and multiple notifiers,,FALSE
,,6196e93001,Merge #16963: wallet: Fix unique_ptr usage in boost::signals2,,FALSE
,,e7f8450357,Merge #16688: log: Add validation interface logging,,FALSE
,,62b189b91d,Merge #17899: msvc: Ignore msvc linker warning and update to msvc build instructions.,,FALSE
Done (Merged to dashpay),,f8c69677a1,Merge #17893: qa: Fix double-negative arg test,,FALSE
,,e258ce792a,Merge #17907: doc: Fix improper Doxygen inline comments,,FALSE
,,f2f9fdf579,Merge #17910: build: remove double LIBBITCOIN_SERVER linking,,FALSE
,,2ed74a43a0,Merge #16945: refactor: introduce CChainState::GetCoinsCacheSizeState,,FALSE
Done (Merged to dashpay),,a4a93a0bad,Merge #17906: gui: Set CConnman byte counters earlier to avoid uninitialized reads,,FALSE
,,ceb789cf3a,Merge #17873: doc: Add to Doxygen documentation guidelines,,FALSE
,,af05bd9e1e,Merge #17891: scripted-diff: Replace CCriticalSection with RecursiveMutex,,FALSE
,,002f9e9b40,Merge #17923: refactor: Use PACKAGE_NAME in GUI modal overlay and bitcoin-wallet,,FALSE
,,ac61ec9da6,Merge #17843: wallet: Reset reused transactions cache,,FALSE
,,4e8b564df0,Merge #17931: test: Fix p2p_invalid_messages failing in Python 3.8 because of warning,,FALSE
,,a9c789ed96,Merge #17935: gui: hide HD & encryption icons when no wallet loaded,,FALSE
,,f018d0c9cd,Merge #17924: Bug: IsUsedDestination shouldn't use key id as script id for ScriptHash,,FALSE
,,218274de7d,Merge #17819: doc: developer notes guideline on RPCExamples addresses,,FALSE
,,ec9b964cc9,Merge #17541: test: add functional test for non-standard bare multisig txs,,FALSE
,,2aaeca50b2,Merge #17900: ci: Combine 32-bit build with CentOS 7 build,,FALSE
,,95ca6aeec7,Merge #17691: doc: Add missed copyright headers,,FALSE
,,7fb94c0ed4,Merge #17889: wallet: Improve CWallet:MarkDestinationsDirty,,FALSE
Done (Merged to dashpay),,2ddf041a8d,Merge #17928: depends: Consistent use of package variable,,FALSE
,,c20fbb7be8,"Merge #17939: gui: Remove warning ""unused variable 'wallet_model'""",,FALSE
,,0deba68064,"Merge #17943: qt, refactor: Remove never used default parameter",,FALSE
Done (Merged to dashpay),,a654626f07,Merge #17896: Serialization improvements (step 2),,FALSE
,,7e841f3f9b,Merge #17823: scripts: Read suspicious hosts from a file instead of hardcoding,,FALSE
,,5d2ff75e20,Merge #17945: doc: Fix doxygen errors,,FALSE
,,daae6403d8,Merge #17777: tests: Add fuzzing harness for DecodeHexTx(…),,FALSE
,,631df3ee87,Merge #17916: windows: Enable heap terminate-on-corruption,,FALSE
,,742f84d0de,Merge #17492: QT: bump fee returns PSBT on clipboard for watchonly-only wallets,,FALSE
Done (Merged to dashpay),,e45463a06a,Merge #17980: test: add missing #include to fix compiler errors,,FALSE
,,a51aa2880d,Merge #17897: init: Stop indexes on shutdown after ChainStateFlushed callback.,,FALSE
,,0a8b68cdf7,Merge #17483: build: Set gitian arch back to amd64,,FALSE
,,0038e536de,Merge #17965: qt: Revert changes of pr17943,,FALSE
,,04f78b818f,Merge #17887: bug-fix macos: give free bytes to F_PREALLOCATE,,FALSE
,,1ae46dce60,Merge #17754: net: Don't allow resolving of std::string with embedded NUL characters. Add tests.,,FALSE
,,a3d198c93c,Merge #17863: scripts: Add MACHO dylib checks to symbol-check.py,,FALSE
,,4a07233076,Merge #17767: ci: Fix qemu issues,,FALSE
,,7a311fa54a,Merge #17738: build: remove linking librt for backwards compatibility,,FALSE
,,fe3b58b959,Merge #17992: doc: Correct a small typo in help / manpage,,FALSE
,,28fbe68fdc,Merge #17740: build: remove configure checks for win libraries we don't link against,,FALSE
,,c26b05c2b7,Merge #17770: test: bump test timeouts so that functional tests run in valgrind,,FALSE
,,b4f832e24e,Merge #18001: Updated appveyor job to checkout a specific vcpkg commit ID,,FALSE
Done (Merged to dashpay),,36ded99717,Merge #17998: gui: Shortcut to close ModalOverlay,,FALSE
,,3253b5dcf4,Merge #17096: gui: rename debug window,,FALSE
,,ef8e2cee9f,Merge #18007: Bugfix: GUI: Hide the HD/encrypt icons earlier so they get re-shown if another wallet is open,,FALSE
,,b89f2d0599,Merge #17453: gui: Fix intro dialog labels when the prune button is toggled,,FALSE
,,3774281327,Merge #17933: guix: Pin Guix using `guix time-machine`,,FALSE
Done (Merged to dashpay),,2755b2b109,"Merge #18010: test: rename test suite name ""tx_validationcache_tests"" to match filename",,FALSE
,,fe48ac8580,Merge #18013: bench: Fix benchmarks filters,,FALSE
,,1326092e6c,Merge #17156: psbt: check that various indexes and amounts are within bounds,,FALSE
,P_Staged (merged to Pasta local repo),e061b8dc8f,Merge #17971: refactor: Remove redundant conditional,,FALSE
,,c434282d2c,Merge #18008: test: only declare a main() when fuzzing with AFL,,FALSE
Done (Merged to dashpay),,01fc5891fb,Merge #16702: p2p: supplying and using asmap to improve IP bucketing in addrman,,FALSE
Done (Merged to dashpay),,3b5b276734,Merge #17942: doc: Improve fuzzing docs for macOS users,,FALSE
Done (Merged to dashpay),,c1607b5df4,Merge #17957: Serialization improvements step 3 (compression.h),,FALSE
,,aabec94541,Merge #17719: Document better -keypool as a look-ahead safety mechanism,,FALSE
,,638239de75,Merge #18022: test: Fix appveyor test_bitcoin build of *.raw,,FALSE
,,2d6e76af24,Merge #17261: Make ScriptPubKeyMan an actual interface and the wallet to have multiple,,FALSE
,,44c2400bcc,Merge #18026: psbt_wallet_tests: use unique_ptr for GetSigningProvider,,FALSE
,,0130abbdb7,Merge #18018: tests: reset fIsBareMultisigStd after bare-multisig tests,,FALSE
,,7fcaa8291c,Merge #18009: tests: Add fuzzing harness for strprintf(…),,FALSE
,,3b69310beb,Merge #17984: test: Add p2p test for forcerelay permission,,FALSE
,,1d1f8bbf57,"Merge #16115: On bitcoind startup, write config args to debug.log",,FALSE
,P_Staged (merged to Pasta local repo),d176aeafde,Merge #18031: Remove GitHub Actions CI workflow.,,FALSE
,,3e1bf71064,Merge #18025: doc: Add missing supported rpcs to doc/descriptors.md,,FALSE
,,d104aa0ace,Merge #17951: Use rolling bloom filter of recent block txs for AlreadyHave() check,,FALSE
,,cadb9d3342,Merge #18036: gui: Break trivial circular dependencies,,FALSE
,,f05c1ac444,Merge #17937: gui: Remove WalletView and BitcoinGUI circular dependency,,FALSE
,,6d0e532ae0,Merge #17585: rpc: deprecate getaddressinfo label,,FALSE
,,365c83e6a8,Merge #18054: net: reference instead of copy in BlockConnected range loop,,FALSE
Done (Merged to dashpay),,b2df21b32c,Merge #17925: Improve UpdateTransactionsFromBlock with Epochs,,FALSE
,,651e343888,Merge #16974: Walk pindexBestHeader back to ChainActive().Tip() if it is invalid,,FALSE
,,02fafdd12c,Merge #18060: gui: Drop PeerTableModel dependency to ClientModel,,FALSE
,,f32564f0a7,Merge #16681: Tests: Use self.chain instead of 'regtest' in all current tests,,FALSE
Done (Merged to dashpay),,8625446b4d,Merge #17336: scripts: search for first block file for linearize-data with some block files pruned,,FALSE
Done (Merged to dashpay),,a064e005fa,Merge #18059: build: add missing attributes to Win installer,,FALSE
,,554d89fb29,Merge #18029: tests: Add fuzzing harness for AS-mapping (asmap),,FALSE
,,bd5c4c6971,Merge #18069: test: replace 'regtest' leftovers by self.chain,,FALSE
Done (Merged to dashpay),,adea5e1b54,Merge #18023: Fix some asmap issues,,FALSE
,,01668839de,Merge #17660: build: remove deprecated key from macOS Info.plist,,FALSE
,K_Staged (merged to Kitty local repo),c8ce2632eb,Merge #16392: build: macOS toolchain update,,FALSE
,,b30a1f3e39,Merge #18052: Remove false positive GCC warning,,FALSE
,,712b7d9b47,Merge #17804: doc: Misc RPC help fixes,,FALSE
,,8a56f79d49,Merge #17482: util: Disallow network-qualified command line options,,FALSE
,P_Staged (merged to Pasta local repo),4d211c8da1,Merge #18003: build: remove --large-address-aware linker flag,,FALSE
,,23fab1a3df,Merge #18062: gui: Fix unintialized WalletView::progressDialog,,FALSE
,,75fb37ce68,Merge #18032: rpc: Output a descriptor in createmultisig and addmultisigaddress,,FALSE
,,22d11187ee,Merge #17398: build: Update leveldb to 1.22+,,FALSE
,,0193fd766b,Merge #18082: logging: enable thread_local usage on macOS,,FALSE
Done (Merged to dashpay),,407d7c831a,Merge #18091: Qt: pass clientmodel changes from walletframe to walletviews,,FALSE
Done (Merged to dashpay),,9e77726fb7,Merge #18101: qt: Fix deprecated QCharRef usage,,FALSE
,,657c5e5f1c,Merge #18099: Update univalue subtree,,FALSE
,,ab7915f804,Merge #18106: test: Disable s390 build on travis,,FALSE
,,b063cb690f,Merge #18081: test: set a name for CI Docker containers,,FALSE
Done (Merged to dashpay),,4c2578706c,Merge #18021: Serialization improvements step 4 (undo.h),,FALSE
,,ceb3d45f7d,Merge #17947: test: add unit test for non-standard txs with too large tx size,,FALSE
,,646f0ada02,Merge #18051: build: Fix behavior when ALLOW_HOST_PACKAGES unset,,FALSE
,,35b7a8e539,Merge #18087: Get rid of VARINT default argument,,FALSE
,,98264e2ccb,Merge #18104: build: Skip i686 build by default in guix and gitian,,FALSE
,,73a396e028,Merge #18004: build: don't embed a build-id when building libdmg-hfsplus,,FALSE
,,caa2f3af29,Merge #12134: Build previous releases and run functional tests,,FALSE
,,d4fc9aeb8b,Merge #18125: doc: remove PPA note from release-process.md,,FALSE
,,2bdc476d4d,Merge #17708: prevector: avoid misaligned member accesses,,FALSE
Done (Merged to dashpay),,b6a16fa44e,Merge #18123: gui: Fix race in WalletModel::pollBalanceChanged,,FALSE
,,0c20809da8,Merge #18121: gui: Throttle GUI update pace when -reindex,,FALSE
Done (Merged to dashpay),,470664f2b7,Merge #17746: refactor: rpc: Remove vector copy from listtransactions,,FALSE
,,2a2631fb0d,Merge #18108: Fix .gitignore policy in build_msvc directory,,FALSE
Done (Merged to dashpay),,33861a8367,"Merge #18145: build: add Wreturn-type to Werror flags, check on more Travis machines",,FALSE
,,94c0287aec,Merge #18159: tests: Add --valgrind option to test/fuzz/test_runner.py for running fuzzing test cases under valgrind,,FALSE
,,263f53e2d0,"Merge #18098: scripted-diff: Add missing spaces in RPCResult, Normalize type names",,FALSE
,,051439813e,Merge #13339: wallet: Replace %w by wallet name in -walletnotify script,,FALSE
Done (Merged to dashpay),,179504ccb6,Merge #17948: build: pass -fno-ident in Windows gitian descriptor,,FALSE
,,36f42e1bf4,Merge #18037: Util: Allow scheduler to be mocked,,FALSE
,,68e841e0af,Merge #18067: wallet: Improve LegacyScriptPubKeyMan::CanProvide script recognition,,FALSE
,,eddcbfb109,Merge #18166: ci: Run fuzz testing test cases (bitcoin-core/qa-assets) under valgrind to catch memory errors,,FALSE
,,56fc2dfcc3,Merge #18122: rpc: update validateaddress RPCExamples to bech32,,FALSE
,,eb3c6b0912,Merge #18070: doc: add note about `brew doctor`,,FALSE
Done (Merged to dashpay),,e9fc8f6e7f,Merge #18172: test: Transaction expiry from mempool,,FALSE
,,9dd7bd47be,Merge #18034: Get the OutputType for a descriptor,,FALSE
Done (Merged to dashpay),,36e507227e,Merge #18183: test: Set catch_system_errors=no on boost unit tests,,FALSE
,,ab9de43588,Merge #18181: test: Remove incorrect assumptions in validation_flush_tests,,FALSE
,,225aa5d6d5,Merge #18193: scripted-diff: Wallet: Rename incorrectly named *UsedDestination,,FALSE
,,a674e89d27,Merge #18162: util: Avoid potential uninitialized read in FormatISO8601DateTime(int64_t) by checking gmtime_s/gmtime_r return value,,FALSE
,,03f98b15ad,Merge #17577: refactor: deduplicate the message sign/verify code,,FALSE
,,31c0006a6c,Merge #17264: rpc: set default bip32derivs to true for psbt methods,,FALSE
,,c3b4715923,Merge #18206: tests: Add fuzzing harness for bloom filter classes (CBloomFilter + CRollingBloomFilter),,FALSE
,,89a97a71f2,Merge #17985: net: Remove forcerelay of rejected txs,,FALSE
,,e5d47ed8fd,Merge #18167: Fix a violation of C++ standard rules where unions are used for type-punning,,FALSE
,,4502ed7cd1,Merge #18211: test: Disable mockforward scheduler unit test for now,,FALSE
,,324a6dfeaf,Merge #17771: tests: Add fuzzing harness for V1TransportDeserializer (P2P transport),,FALSE
,,1615043935,Merge #17461: test: check custom descendant limit in mempool_packages.py,,FALSE
,,fe63d79eab,Merge #18212: doc: add missing step in win deployment instructions,,FALSE
,,eae48ec84c,Merge #18209: test: Reduce unneeded whitelist permissions in tests,,FALSE
,,e5753fa4e8,Merge #17921: test: test OP_CSV empty stack fail in feature_csv_activation.py,,FALSE
,,73cfa070e5,Merge #18195: test: Add cost_of_change parameter assertions to bnb_search_test,,FALSE
,,5ad80bec3f,Merge #18135: build: add --enable-determinism configure flag,,FALSE
,,9aa8145bc0,Merge #17959: test: check specific reject reasons in feature_csv_activation.py,,FALSE
,,7a266a679d,Merge #18173: refactor: test/bench: deduplicate SetupDummyInputs(),,FALSE
,,1a51cd1ac5,Merge #17800: random: don't special case clock usage on macOS,,FALSE
,,eca4d8ef6a,Merge #16562: Refactor message transport packaging,,FALSE
,,9027960932,Merge #18225: util: Fail to parse empty string in ParseMoney,,FALSE
,,715dbbe9e8,Merge #18229: random: drop unused MACH time headers,,FALSE
,,54a7ef612a,Merge #17399: validation: Templatize ValidationState instead of subclassing,,FALSE
,,1f886243e4,"Merge #18224: Make AnalyzePSBT next role calculation simple, correct",,FALSE
Done (Merged to dashpay),,ac5c5d0162,Merge #18168: httpserver: use own HTTP status codes,,FALSE
,,088604221b,Merge #18253: doc: Correct spelling errors in comments,,FALSE
,,a71c34742c,Merge #17809: rpc: Auto-format RPCResult,,FALSE
,,2492dc0068,Merge #18259: doc: Merge release notes for 0.20.0 release,,FALSE
,,cbc32d67dc,Merge #18249: test: Bump timeouts to accomodate really slow disks,,FALSE
Done (Merged to dashpay),,d0601e67f1,"Merge #17812: config, net, test: asmap feature refinements and functional tests",,FALSE
Done (Merged to dashpay),,a2a77ba34f,Merge #18056: ci: Check for submodules,,FALSE
,,96488e6784,Merge #18263: rpc: change setmocktime check to use IsMockableChain,,FALSE
,K_Staged (merged to Kitty local repo),aaf09469fb,Merge #18260: refactor: Fix implicit value conversion in  formatPingTime,,FALSE
Done (Merged to dashpay),,727857d12d,Merge #18112: Serialization improvements step 5 (blockencodings),,FALSE
,,891464950b,Merge #18109: tests: Avoid hitting some known minor tinyformat issues when fuzzing strprintf(...),,FALSE
,,d7134b306a,Merge #17917: tests: Add amount compression/decompression fuzzing to existing fuzzing harness,,FALSE
,,a2b5aae9f3,Merge #17996: tests: Add fuzzing harness for serialization/deserialization of floating-points and integrals,,FALSE
,,3f826598a4,Merge #17972: tests: Add fuzzing harness for CKey and key related functions,,FALSE
,,97aadf98d0,Merge #16117: util: Replace boost sleep with std sleep,,FALSE
,,45cdcd47d9,Merge #18126: tests: Add fuzzing harness testing the locale independence of the strencodings.h functions,,FALSE
,,3516a31eaa,"Merge #18234: refactor: Replace boost::mutex,condition_var,chrono with std equivalents in scheduler",,FALSE
,,4d80274b99,Merge #18241: wallet/refactor: refer to CWallet immutably when possible,,FALSE
,,3d28c886f0,Merge #18286: build: Add locale fuzzer to FUZZERS_MISSING_CORPORA (and unbreak Travis! :)),,FALSE
,,5e12a61044,Merge #17926: tests: Add key_io fuzzing harness. Fuzz additional functions in existing fuzzing harnesses.,,FALSE
,,6ddf435493,Merge #18274: rpc/wallet: initialize nFeeRequired to avoid using garbage value on failure,,FALSE
,,31b2ce70fb,Merge #18299: tests: Update FUZZERS_MISSING_CORPORA to enable regression fuzzing for all harnesses in master,,FALSE
,,be00ef2aca,Merge #18292: fuzz: Add assert(script == decompressed_script),,FALSE
,,5518eeec27,Merge #18047: tests: Add basic fuzzing harness for CNetAddr/CService/CSubNet related functions (netaddress.h),,FALSE
,,ffdde475b0,Merge #18303: doc: Add historical release notes for 0.19.1,,FALSE
,,dcf2ccbfde,Merge #18115: wallet: Pass in transactions and messages for signing instead of exporting the private keys,,FALSE
,,ccb2c9e789,Merge #18306: test: add logging to wallet_listsinceblock.py,,FALSE
,,6fb4bbfb0e,Merge #18176: tests: Add fuzzing harness for CScript and CScriptNum operations,,FALSE
,,1a97c9a483,Merge #15443: qa: Add getdescriptorinfo functional test,,FALSE
,,5d92ac26ed,Merge #18264: build: Remove Boost Chrono,,FALSE
,,cf4cb28efc,Merge #18305: test: Explain why test logging should be used,,FALSE
,,b5c7665e30,Merge #18311: Bumpfee test fix,,FALSE
,,16dfaed1b7,Merge #18304: ci: Enable all functional tests in valgrind,,FALSE
,,f1064c1b0d,Merge #17989: tests: Add fuzzing harness for ProcessMessage(...). Enables high-level fuzzing of the P2P layer.,,FALSE
,,9c507a77f7,Merge #18310: doc: asmap release note,,FALSE
Done (Merged to dashpay),,b813fbe804,Merge #17159: doc: Add a note about backporting,,FALSE
,,90b3e59caf,Merge #17833: doc: Added running functional tests in valgrind,,FALSE
,,377eed564e,Merge #18170: doc: Minor grammatical changes and flow improvements,,FALSE
,,2926cbcebb,Merge #18219: doc: Add warning against wallet.dat re-use,,FALSE
Done (Merged to dashpay),,414f6c496d,Merge #18283: doc: Explain rebase policy in CONTRIBUTING.md,,FALSE
Done (Merged to dashpay),,d20d5dc824,Merge #18285: test: Check that wait_until returns if time point is in the past,,FALSE
Done (Merged to dashpay),,3b21a78634,Merge #18290: build: Set minimum Automake version to 1.13,,FALSE
,,24a727e23e,Merge #18255: test: Add bad-txns-*-toolarge test cases to invalid_txs,,FALSE
,,0eebe45cf7,Merge #18208: rpc: Change RPCExamples to bech32,,FALSE
,,249114b1a6,Merge #18314: tests: Add deserialization fuzzing of SnapshotMetadata (utxo_snapshot). Increase fuzzing coverage.,,FALSE
,,58c72880ff,Merge #18268: rpc: Remove redundant types from descriptions,,FALSE
,,309b0c4c19,Merge #13693: [test] Add coverage to estimaterawfee and estimatesmartfee,,FALSE
,,5c73645ac7,Merge #18319: fuzz: Add missing ECC_Start to key_io test,,FALSE
,,9cc7eba1b5,Merge #18318: test: Bump rpc timeout in feature_assumevalid to avoid valgrind timeouts,,FALSE
,,4c42a13205,Merge #18320: guix: Remove now-unnecessary gcc make flag,,FALSE
,,2737197ff3,Merge #18213: test: Fix race in p2p_segwit,,FALSE
,P_Staged (merged to Pasta local repo),e2d36639ca,Merge #18228: test: Add missing syncwithvalidationinterfacequeue,,FALSE
,,3f9e6a3c1c,Merge #18316: util: HelpExampleRpc formatting,,FALSE
,,e5cb0dffd5,Merge #18002: Abstract out script execution out of VerifyWitnessProgram(),,FALSE
,,7f8176a1eb,Merge #18204: descriptors: improve descriptor cache and cache xpubs,,FALSE
,,67dfd18f44,Merge #16902: O(1) OP_IF/NOTIF/ELSE/ENDIF script implementation,,FALSE
,,d402c1e4d3,Merge #18345: test: Bump timeouts to avoid valgrind failures,,FALSE
,,d31f92586a,Merge #18360: Bump transifex slug and update English translations for 0.20,,FALSE
Done (Merged to dashpay),,69f4f2c433,Merge #18357: Fix missing header in sync.h,,FALSE
,,9ed429c50a,Merge #18341: doc: Replace remaining literal BTC with CURRENCY_UNIT.,,FALSE
,,a64e5bed6b,Merge #18344: doc: Fix nit in getblockchaininfo,,FALSE
,,8662387309,Merge #17997: refactor: Remove mempool global from net,,FALSE
,,25424cf57e,Merge #18346: rpc: Document an RPCResult for all calls; Enforce at compile time,,FALSE
Done (Merged to dashpay),,7060d2d97a,Merge #18350: test: Fix mining to an invalid target + ensure that a new block has the correct hash internally,,FALSE
,,8fc5f2bdf0,Merge #18366: tests: simplify next_block() function in feature_block,,FALSE
,K_Staged (merged to Kitty local repo),1d64dfe4fa,Merge #18364: random: remove getentropy() fallback for macOS < 10.12,,FALSE
,,d2d0a04a66,"Merge #18353: tests: Add fuzzing harnesses for classes CBlockHeader, CFeeRate and various functions",,FALSE
,,ad04f0d8a5,Merge #17319: Tests: remove bignum module,,FALSE
,,39497d1f32,Merge #15283: log: Fix UB with bench on genesis block,,FALSE
,,ce87d5613a,Merge #18289: refactor: Make scheduler methods type safe,,FALSE
,P_Staged (merged to Pasta local repo),3a8d25064e,Merge #18371: test: use fs namespace in dbwrapper unicodepath test,,FALSE
Done (Merged to dashpay),,dbb067da38,Merge #18379: doc: Comment fix merkle.cpp,,FALSE
,,e83a1de4c0,Merge #18155: tests: Add harness which fuzzes EvalScript and VerifyScript using a fuzzed signature checker,,FALSE
,,5c9d408b2d,Merge #18300: fuzz: Add option to merge input dir to test runner,,FALSE
,,a421e0a22f,Merge #18376: net: fix use-after-free in tests,,FALSE
,,67de1ee8bc,Merge #18378: Bugfix & simplify bn2vch using int.to_bytes,,FALSE
,,3d3d834324,Merge #18359: build: fix sysctl() detection on macOS,,FALSE
,,527c3989e7,Merge #18340: doc: mention MAKE=gmake workaround when building on a BSD,,FALSE
,,312d27b11c,Merge #17477: Remove the mempool's NotifyEntryAdded and NotifyEntryRemoved signals,,FALSE
,,5bf45fe2a9,Merge #18386: doc: Temporary note that release notes should be edited in wiki,,FALSE
,,5504703a9f,Merge #18396: rpc: add missing HelpExampleRpc for getblockfilter,,FALSE
,,57a8fa9c3b,Merge #18406: test: add executable flag for rpc_estimatefee.py,,FALSE
,,d478a737db,Merge #18392: ci: Run feature_block in valgrind,,FALSE
