Status,Status,Commit Hash,Message,Notes,Problem
,,79aeed8e76,Merge #16397: doc: Clarify includeWatching for fundrawtransaction,,FALSE
,,981ec9b817,Merge #15459: doc: add how to calculate blockchain and chainstate size variables to release,process,FALSE
,,2fe6c185a6,Merge #16988: qt: Periodic translations update,,FALSE
,,c3a8e097b1,Merge #16991: qa: Fix service flag comparison check in rpc_net test (luke-jr),,FALSE
,,696b5eb179,Merge #16987: test: Correct docstring param name.,,FALSE
,,b0e268d2f6,Merge #16969: refactor: Remove Qt function to disable menu icons on macOS,,FALSE
,,a54e52b4ae,Merge #16997: doc: Update bips.md for 0.19,,FALSE
,,cd6e9b33a6,"Merge #16852: gui: When BIP70 is disabled, get PaymentRequest merchant using string search",,FALSE
Done (Merged to dashpay),,52acd24573,Merge #17005: build: Qt version appears only if GUI is being built,,FALSE
,,9dd99ea88e,Merge #17001: doc: Remove mention of renamed mapBlocksUnlinked,,FALSE
,,6e4f655391,Merge #16984: util: Make thread names shorter,,FALSE
,,dab0e36652,Merge #17015: qa: Explain QT_QPA_PLATFORM for gui tests,,FALSE
DNM (Did Not Merge),,4b51ed89cf,Merge #17002: chainparams: Bump assumed chain params,,FALSE
,,1f40a91286,Merge #17014: doc: Consolidate release notes before 0.19.0 (move-only),,FALSE
,,752debdbdb,Merge #13266: refactor: privatize SignatureExtractorChecker [moveonly],,FALSE
DNM (Did Not Merge),,27322cd161,Merge #16999: net: 0.19 seeds update,,FALSE
,,30c2b0b1cb,Merge #16849: Fix block index inconsistency in InvalidateBlock(),,FALSE
,,ddc4e3c2d6,Merge #17006: tests: Enable UBSan for Travis fuzzing job,,FALSE
Done (Merged to dashpay),,8d39c636aa,Merge #16952: gui: make sure to update the UI when deleting a transaction,,FALSE
,,8afa602f30,Merge #16727: wallet: Explicit feerate for bumpfee,,FALSE
DNM (Did Not Merge),,57eb126416,build: Bump version to 0.19.0,,FALSE
DNM (Did Not Merge),,76ec335234,qt: Translations update pre-rc1,,FALSE
,,9fdaaecf49,Don't rename main thread at process level,,FALSE
DNM (Did Not Merge),,6db76c6bc7,qt: Periodic translations update,,FALSE
,,cd1e7bb064,build: Fix boost detection on Ubuntu ARM 18.04,,FALSE
,,bd22dea633,Prevent processing duplicate payment requests,,FALSE
DNM (Did Not Merge),,913972944b,doc: Update manpages,,FALSE
DNM (Did Not Merge),,3a7b2a15e3,qt: Periodic translations update,,FALSE
,,3834d3d121,Merge #17158: tests: Fix fs_tests for unknown locales,,FALSE
,,5b68d1654f,Merge #17197: [0.19.0] Backports,,FALSE
,,0f6f7a574a,Merge #17252: 0.19: gui: Make polling in ClientModel asynchronous,,FALSE
,,8082b3847a,http: add missing header bootlegged by boost < 1.72,,FALSE
,,e39c9cff1a,gui: Fix start timer from non QThread,,FALSE
,,eb5a899d5a,gui: disable font antialiasing for QR image address,,FALSE
DNM (Did Not Merge),,f6aab42bba,build: bump version to rc3,,FALSE
DNM (Did Not Merge),,7358ae6d71,gui: rc3 translations update,,FALSE
DNM (Did Not Merge),,84908668a0,Merge #17403: doc: reintegrate 0.19.0 release notes,,FALSE
DNM (Did Not Merge),,42414bfd05,build: set CLIENT_VERSION_RC to 0 pre-final,,FALSE
DNM (Did Not Merge),,e05b2dba16,doc: Clean out release notes post-release,,FALSE
,,c7c8e3e072,Merge #17417: [0.19] cli: fix -getinfo output when compiled with no wallet,,FALSE
DNM (Did Not Merge),,1e9816d17c,build: bump version to 0.19.0.1,,FALSE
,,6ec0dc195d,fix uninitialized variable nMinerConfirmationWindow,,FALSE
DNM (Did Not Merge),,890dc0a7cc,doc: Re-add release notes of 0.19.0,,FALSE
DNM (Did Not Merge),,1bc9988993,doc: Generate manpages for 0.19.0.1,,FALSE
DNM (Did Not Merge),,dd198064b5,doc: Clear out release notes after 0.19.0.1,,FALSE
,,2aba76ce02,qt: Fix missing qRegisterMetaType for size_t,,FALSE
,,a284bbbee8,"refactor: Styling w/ clang-format, comment update",,FALSE
,,310b29f9c3,Merge #17859: [0.19] Fix origfee return for bumpfee with feerate arg,,FALSE
,,febf04841f,Merge #17853: [0.19] psbt: handle unspendable psbts,,FALSE
,,fd4ec7c720,qt: Periodic translations update for 0.19 branch,,FALSE
,,bb123c6527,Merge #17858: [0.19] Backports,,FALSE
,,98159132c3,Merge #17792: 0.19: Backports,,FALSE
DNM (Did Not Merge),,4cf7350422,Merge branch '0.19_2' into 0.19,,FALSE
DNM (Did Not Merge),,1299a1a11f,qt: Translations update pre-rc1,,FALSE
DNM (Did Not Merge),,c3cb60222c,build: Bump version to 0.19.1rc1,,FALSE
DNM (Did Not Merge),,1b0afb71a2,doc: Manpage updates for 0.19.1rc1,,FALSE
,,178a834687,Merge #17988: [0.19] Final backports for 0.19.1,,FALSE
DNM (Did Not Merge),,755b0734bb,doc: Preliminary 0.19.1 release notes,,FALSE
,,7d53995ff2,Merge #18084: 0.19: gui: Fix unintialized WalletView::progressDialog,,FALSE
,,f55442aa81,Merge #18100: 0.19:  Update univalue subtree,,FALSE
,,4755037d45,Merge #18083: [0.19] wallet: Reset reused transactions cache,,FALSE
,,ba0b7e1296,Merge #18079: [0.19] psbt: check that various indexes and amounts are within bounds,,FALSE
DNM (Did Not Merge),,9bd082e657,doc: Update release notes for rc2,,FALSE
DNM (Did Not Merge),,e5322d6dad,qt: Pre-rc2 translations update,,FALSE
DNM (Did Not Merge),,c3caf2d84c,doc: UNIX manual pages update for rc2,,FALSE
DNM (Did Not Merge),,628103d673,build: Bump version to 0.19.1rc2,,FALSE
,,a28ea316ed,Merge #18139: doc: Add missing author to 0.19.1 release notes,,FALSE
DNM (Did Not Merge),,58ba7c314d,build: Bump version for 0.19.1 final,,FALSE
,,05f5dd96c7,Merge #18218: [0.19] Further 0.19 backports,,FALSE
